,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
1354,107.241325,5.286997,150.27727,200.0,1.89663,21.296847,8.2,23.799999,54.50873302,10.64819305,6.140773992000001,1.534599,0.362131047,0.087508967,1.381983026,4.130824038,0.018019055,5.280342985,4.398525992,0.197496017,0.189141959,12.32273599,5785,18.081747,11.052892,47.900002,29.280001,1,0.2511953204899184,0.7136230582309621
2337,118.928117,7.076223,167.86703899999995,200.0,2.120587,14.277217000000002,8.3,33.0,64.83143198,10.10889001,5.925775947000001,1.219341951,0.339392036,0.149384978,0.020578995,0.786751992,0.151668047,7.061498942999999,5.565873022999999,0.364730994,0.349301996,13.93296399,6819,21.563475,10.854998,51.509998,25.93,1,0.24938009420658214,0.7084661629136141
1775,118.751122,6.673813000000001,167.225332,200.0,2.094925,18.322427,7.4,30.299999,64.42583003,10.27350897,6.062425963,0.83259795,0.245560016,0.165107948,0.169340968,5.745589945,0.095574012,6.659894055,5.700869001,0.36418601,0.348781034,12.37467502,6242,22.618195,9.973575,54.110001,23.860001,1,0.2499644970057527,0.7101263940082952
2124,116.861182,5.083461,163.07978,200.0,2.0506,22.903034,7.3,24.799999,62.83437705,10.89505996,5.795101043,1.3988599869999998,0.267036024,0.098728016,1.848136058,4.484391024,0.7427340459999999,5.098907961,4.18967004,0.264404978,0.264404978,11.96029804,6594,20.567569,11.106487,50.0,27.0,1,0.2522393456748593,0.7165890339072079
2191,113.820152,6.373928,160.258774,200.0,2.022606,19.095776,7.68,26.1,60.47596495,10.00834205,5.862496027000001,1.171401966,0.12506304599999998,0.147615969,0.810416958,0.543044017,0.163215034,6.391348974,5.037661045,0.35074898,0.335911946,12.36730995,6662,19.872088,11.186063,49.599998,27.92,1,0.25000000311995396,0.7102272727981809
62,114.868117,5.628538,160.93023300000004,200.0,2.0179400000000003,22.297327,7.0,25.700001,61.92277203,9.732986045,5.946984052,1.286469967,0.177488952,0.277271002,1.645132972,3.666731955,0.030294058,5.648147988,4.82238905,0.200295052,0.191304039,11.317757,4405,18.178936,12.283721,44.959999,30.379999,0,0.25124911115986515,0.7137758695720026
724,115.831128,6.544459,163.148145,200.0,2.055266,23.43843,7.5,25.6,60.83073204,9.144627033999999,5.378589022999999,1.4056289780000002,0.312992983,0.104280017,1.674682031,3.172039987,0.061442997,6.567322992999999,5.224174,0.197184049,0.18884296600000006,12.29302304,5105,20.712459,10.523397,50.799999,25.809999,0,0.24991125703574504,0.7099751455954342
1484,112.914609,7.33945,160.000002,215.0,2.023072,7.1386080000000005,8.4,34.599998,61.67438703,9.88363005,5.566757043,0.8843550379999999,0.065057024,0.215136013,0.34624698,1.318179945,0.091963049,7.316654,6.094772999,0.518899011,0.496948957,13.43999995,5934,19.646420000000006,11.458756,49.43,28.83,1,0.24841214689484814,0.7057162974285464
2544,84.73981500000002,7.202884,125.838625,160.0,1.619018,33.016063,10.3,17.700001,32.62546398,8.624649037000001,7.396853994,1.6070479640000002,0.002922555,0.014574961,0.201045016,0.00838484,0.503905047,7.20288399,5.618249972,0.0,0.0,12.96137899,7046,21.510354,5.857216,63.459999,17.280001000000002,1,0.2693602699489128,0.673400674872282
2936,121.24299,6.607742999999998,170.528267,205.0,2.146248,16.35931,7.3,27.5,65.71398097,10.62044205,6.189527036,1.44071994,0.180900015,0.158847966,0.358896006,4.240740945,0.219174996,6.631231027999999,5.291723011,0.366127048,0.34738994100000004,12.51817306,7533,20.911992,13.230035,49.0,31.0,1,0.2502666258843761,0.710984707303687
2165,117.302048,5.043988,163.636358,200.0,2.057599,21.59429,7.3,25.66,62.59252706,11.17958399,5.936797039,1.4040250159999998,0.224436961,0.098522015,1.283321043,4.042878997,0.635581014,5.059311054,4.157135002,0.265402951,0.265402951,12.00111806,6636,21.037419,10.731355,50.950001,25.99,1,0.2523297542469137,0.7168458735802468
1690,115.658619,5.956419,162.326873,200.0,2.0506,18.9768,8.3,26.700001,61.84715702,9.597548018,5.697122003,1.4495759769999998,0.408169041,0.138681007,1.490456038,3.443986955,0.029355003,5.948934007,5.092286978,0.21299802,0.203988058,13.47313102,6150,19.733027,11.700581,48.470001,28.74,1,0.25080157245436496,0.7125044477386069
346,113.849035,5.29398,159.21787700000004,200.0,1.994611,18.588906,6.8,21.5,62.95991801,10.03404595,6.146769999,0.8457950129999999,0.059081953,0.115337042,0.8317019609999999,0.561586964,0.054565038,5.290133989,4.516716025,1.159883008,1.010166951,10.88764105,4710,18.394362,12.182758,45.900002,30.4,0,0.2516982562203112,0.7150518342861713
2484,120.111316,8.047458,170.437959,260.0,2.1789080000000003,15.64545,9.6,27.9,64.65933404,12.00659403,7.854307987999999,1.054639003,0.385358991,0.070540036,0.411996009,0.755319961,0.179931938,8.04745794,6.359101025,0.0,0.0,16.36204403,6986,26.056662,9.986344,61.630001,23.620001,1,0.2480620235542717,0.7047216283551012
1091,113.600597,6.100352,159.68836000000005,200.0,2.0321700000000003,15.883403,8.6,33.200001,61.47035403,9.303168014,5.354352047,1.566064016,0.37559297,0.200699035,1.45550698,6.39738597,0.024247945,6.1207490510000016,5.098584014,0.210172059,0.201281042,13.79642799,5506,18.380613,12.556047,45.966,31.4,1,0.2504090529829475,0.7113893398366667
958,114.725911,7.801361999999999,153.732722,200.0,1.945621,28.706096,8.5,25.25,60.64947995,8.146129032000001,4.922344947,2.684107947,0.33421805600000004,0.211499014,0.0,0.018608968,0.0,7.801361975,6.205826987000001,0.0,0.0,13.06728103,5360,18.152209,6.624917,58.169998,21.23,0,0.20298508082098488,0.7462686505999679
262,129.926198,7.275867,173.581401,200.0,2.176576,20.779724,7.0,26.700001,73.53807006,9.489766954,5.891810037000001,1.122380017,0.210797001,0.091100984,1.185588972,3.873433992,0.097619025,7.301547041,6.234060996,0.227881965,0.198467985,12.20747702,4625,17.437199,10.012846,47.931604,27.523443,0,0.20958084097961627,0.7485029919766577
1040,115.839801,5.79199,162.407402,200.0,2.045934,21.353426,7.6,28.0,62.9504,9.478022967000001,5.552513997999999,1.395554997,0.322330974,0.201429001,1.5390459680000002,3.812818032,0.029023994,5.806597999,4.619032025,0.202718002,0.194142953,12.38884694,5443,20.718088,10.870778,50.810001,26.66,0,0.2510699050527266,0.7132667573858487
2302,122.972752,7.685797,173.94496,260.0,2.211569,18.143962,9.0,27.299999,66.99558399,11.72229596,7.411862947,1.132770006,0.408401974,0.07157506,0.362786027,0.796776945,0.17309297199999998,7.685797047,6.073317011,0.0,0.0,15.65504605,6781,24.114859,11.470899,55.709999,26.5,1,0.24885118832991765,0.7069635820434234
1889,114.409999,6.750189999999999,161.43251,200.0,2.0506,17.48959,8.5,25.5,61.842213,9.566766053,6.233907972000001,1.156812018,0.044693043,0.13218597599999998,0.97767697,0.567576974,0.116621056,6.760972961,5.368212033,0.352168052,0.33727102600000003,13.77234998,6360,20.085135,10.712437,49.873299,26.6,1,0.2494684682781678,0.7087172156339513
2703,108.682606,6.738322,148.025709,200.0,1.8803,25.401547,8.3,27.299999,56.55643705,8.679615952,6.888706054,1.988665053,0.120203052,0.085487042,5.115705052,0.48217997,0.0,6.761309966000002,5.3955249689999984,0.325992031,0.315086043,12.35420098,7207,17.560935999999998,7.101322,53.860001,21.780001,1,0.22026431908527452,0.7342143924471931
1421,98.680966,3.453834,136.870501,200.0,1.77532,37.89411,10.7,20.200001,37.84002702,3.013997992,3.232293992,0.899454981,0.25104101300000004,0.049151011,0.973368964,2.156365006,0.013955969,3.465022018,2.8877840310000003,0.182550001,0.17482803600000002,14.71129098,5854,17.40606,8.857603999999998,50.110001,25.5,1,0.2537851527262255,0.7209805274257015
1590,117.162135,5.975269,164.378476,205.0,2.06693,12.314099,7.4,30.200001,62.97714104,10.02254296,7.962556052,2.235431033,0.236386048,0.17281605,0.239074951,0.778025031,0.034094958,5.890242037999999,0.0,2.966301972,2.95128696,12.209311,6043,19.582911,12.570279,47.484001,30.48,1,0.2508909560641017,0.7127583723309371
538,107.8793,5.706815,151.55963,200.0,1.926958,33.063973,8.5,17.200001,57.10390102,8.825872994,4.178574009,2.741017005,0.053554013,0.127466012,0.35982695299999995,0.610690006,0.005810114,5.733114024,4.560576998999999,0.0,0.0,12.94193501,4918,20.528482,8.517458999999999,54.060001,22.43,0,0.25055164755944576,0.7117944270515836
2353,108.03596,6.6982300000000015,160.10929199999995,200.0,2.0506,9.934563,9.8,28.700001,58.00218604,10.92304904,7.016307972999999,0.926699016,0.34623797700000003,0.062593041,0.365124049,0.679189987,0.153421044,6.698229999,5.292941035,0.0,0.0,15.69071095,6835,25.087895,10.88095,55.290001,23.98,1,0.2834008097418856,0.6747638356929342
1014,116.49983600000002,5.708492,163.216272,200.0,2.059932,21.735906,8.2,24.66,62.40963504,10.07538696,5.959316048,1.3901669559999998,0.078070981,0.22157604,1.5002439669999998,3.79136204,0.313978968,5.701305945,4.535274949,0.214547056,0.205471044,13.38373401,5417,20.073389,11.711868,48.950001,28.559999,0,0.2512491156519002,0.7137758666611379
1824,116.456102,6.288629,163.73728,200.0,2.064597,16.954193,7.5,26.9,62.993673,9.873765963,5.178748999,1.043923009,0.226341001,0.098417994,0.5731000039999999,1.075260975,0.139287016,6.315796026,5.406322035,0.215664049,0.206541039,12.34883699,6296,21.160353,10.83843,51.619999,26.440001,1,0.2503556245712644,0.7112375507886781
51,113.111198,5.599004,158.52534599999996,180.0,2.006275,23.43843,8.1,25.6,61.15034405,9.409230949,5.705051042999999,1.280320991,0.17815098,0.27479698,1.738261965,3.753491949,0.064380051,5.613075032999999,4.79244405,0.197041012,0.188196047,12.88806705,4394,17.844663,12.255504,44.818784,30.781012,0,0.2511594770466548,0.7135212182410251
1414,110.958502,5.436967,155.452862,210.0,1.961951,11.124331,7.8,32.5,59.744798,8.966780034,5.310720045,1.550960999,0.478559954,0.168431053,1.579223981,0.506819986,0.023395952,5.45027098,4.540075976000001,0.205099949,0.196423991,12.17031505,5857,13.400592,16.493937,34.310001,42.23,1,0.25124911498895397,0.7137758711705159
2267,107.76339,6.465803,152.161908,200.0,1.92929,17.251635999999998,8.7,24.299999,57.39612903,10.11611796,5.949715987,1.035802034,0.304503976,0.103256997,0.021508003,0.309598955,0.156094014,6.452353985,5.085745014,0.330491028,0.31651104,13.23808601,6744,20.916098,8.519687,55.139999,22.459999,1,0.24929178727175266,0.7082152913066783
214,117.000368,5.908519,164.093018,200.0,2.057599,19.791252,6.6,26.5,62.94326605,9.772260952,6.466180046,1.223788016,0.160260956,0.098071973,2.164485037,3.959848988,0.066885002,5.951942982,4.835656017,0.20599197,0.17940295899999995,10.92157604,4571,18.924109,12.297582,45.950001,29.860001,0,0.2509803982031704,0.7130124695494356
2867,133.130741,7.322191,180.392154,210.0,2.253561,16.00238,6.6,30.0,73.00505105,12.17775296,6.980811012,1.370128979,0.181517037,0.156622998,0.377985955,3.344692955,0.05266006,7.342898964,5.859633935,0.350686974,0.335934005,11.96172595,7401,20.560712,11.043195,51.48,27.65,1,0.2214022124266003,0.7380073802988127
2470,120.781673,6.280647,169.577471,200.0,2.106589,14.15824,6.5,26.200001,65.33271905,10.86702601,6.342701998,0.921425986,0.122333007,0.124805048,0.945755009,2.060293024,0.155441033,6.267507959,4.940050034,0.370410999,0.354741949,11.022536,6971,23.077223,10.650045,54.279999,25.049999,1,0.2507122541059714,0.7122507033967973
1255,105.764947,5.605542,153.676468,210.0,1.950286,21.59429,8.8,20.08,53.958362,11.88296898,10.13893998,0.426954988,0.048091058,0.159398055,0.214052989,17.27721394,0.10999105,5.5660810110000005,4.427706026,1.1296239609999998,1.081840055,13.523529000000002,5674,20.649549,11.058782,48.810001,26.139999,1,0.2752924995647349,0.6882312456582487
1251,112.437828,5.509454,157.525398,200.0,1.989945,24.390243,8.3,23.17,58.77036203,9.280457962,6.040033952000001,1.652016995,0.399105985,0.19625303,1.459941029,0.418207038,0.020655986,5.502517997000001,4.698050047,0.207066048,0.198306969,13.07460795,5670,19.610956,11.612219,49.549999,29.34,1,0.2512491160314351,0.7137758699711395
932,117.039538,5.500858,163.738315,200.0,2.043601,18.003398999999995,6.5,23.299999,63.71465095,10.60717698,6.269656013,1.019592946,0.20452803,0.185428991,0.16618698099999998,3.923080021,0.035296979,5.519716036,4.390824038,0.216552052,0.207391992,10.69295798,5334,18.456667000000003,13.582954,44.799999,32.970001,0,0.25160829949911234,0.7147962772183163
955,112.699982,5.747699,158.118076,200.0,1.999277,20.1625,8.0,25.299999,59.95271704,9.707761987,5.752084991,1.259364957,0.090363982,0.189430975,1.460105055,3.439957038,0.009481551,5.761735014,4.583345016,0.208318018,0.199506009,12.69629599,5357,19.418659,11.436975,48.950001,28.83,0,0.25089095442825904,0.7127583692581739
150,116.618075,5.597668,163.265306,200.0,2.0529330000000003,21.366286,7.4,24.799999,62.36419702,10.474178,6.166686974,1.215201977,0.249862037,0.08665300599999999,1.39540301,4.302525979,0.074653947,5.612413035,4.791879032,0.204358043,0.177979973,12.12662999,4497,19.276875,12.142461,46.959999,29.58,0,0.25142857968857146,0.7142857099107143
165,118.911277,5.5888300000000015,166.356877,200.0,2.087926,20.203328,7.1,25.200001,64.47490804,10.08573504,6.1522829660000005,1.243590018,0.25973398600000003,0.08832199199999999,1.4412970040000002,4.400083967,0.07660702,5.608819058,4.788809973999999,0.20857297,0.18165001,11.86647998,4513,19.672277,12.338225,46.999032,29.477251000000006,0,0.2516082999081547,0.7147962810097716
1025,113.650791,5.79619,159.45206000000005,200.0,2.036603,27.413947,9.0,36.299999,61.45178206,10.01535501,6.032108987000001,1.217100962,0.150431987,0.184144021,1.640116954,9.438687015,0.041474947000000005,5.815459002000001,4.626080998,0.210259969,0.201366022,14.416514,5428,18.99874,11.017311,47.49082,27.53978,0,0.25089095117366306,0.7127583738962042
1592,118.972244,6.186557,167.037031,205.0,2.1042560000000003,12.849494,7.5,30.299999,63.94193004,10.28993499,8.304949057,2.297916963,0.239287058,0.177633055,0.243461945,0.793952999,0.034731948,6.11594695,5.094584052,2.683380017,2.683380017,12.58604595,6045,20.503581,11.692402,48.959999,27.92,1,0.25071225673305936,0.7122507104427639
208,124.040272,5.730661,173.433109,200.0,2.162578,20.271193,6.4,26.5,70.04954702,9.092802966,5.643503031,1.028302943,0.201557049,0.085845058,1.137536055,4.2297680510000015,0.098017048,5.751328997000001,4.910485029,0.217576054,0.189491055,11.15187902,4556,20.555312,12.737353,47.078073,29.172511,0,0.25175225913755606,0.7152052610669627
1415,110.604514,6.304457,155.84176100000005,200.0,1.975948,13.622843,8.3,34.900002,59.57136199,8.945358017,5.345612951000001,1.5750019569999998,0.477072946,0.169311005,1.5741700019999998,0.505197985,0.023321054,6.319822021,5.264411041000001,0.204443962,0.195795003,12.98264101,5858,16.202191,12.958958,41.615798,33.285459,1,0.2498225748360223,0.7097232044240053
127,124.617638,7.103205,164.12143,200.0,2.080927,21.029379,8.0,27.200001,69.77827299,9.269094963999999,5.718255986,1.302416947,0.18556206,0.09333398,1.935538982,4.220606033,0.072163986,7.1409910010000015,6.096978018,0.21896101,0.19069798,13.21481405,4471,15.160234,9.428571,46.790001,29.1,0,0.19741837491910716,0.7593014391843892
120,118.371926,5.918596,165.957441,200.0,2.092592,25.439065,8.1,23.6,65.28912101,8.379782996,5.293936046000001,1.339076022,0.208247987,0.077710958,2.341995002,0.8780169520000001,0.032925978,5.912177012000001,5.047816959,0.206673964,0.179997968,13.44255305,4464,19.677192,11.975626,47.224974,28.741329,0,0.2510699053259082,0.7132667585540802
2000,117.079091,6.556429,164.847361,200.0,2.078595,19.393218,7.6,25.5,63.304642,10.14508104,6.0842520260000015,1.064703003,0.025212013,0.154185058,1.500851001,0.6440350029999999,0.136207955,6.573155955,5.219086037,0.360727035,0.34546797100000004,12.58661699,6469,20.523496,11.263196,49.799999,27.33,1,0.25000000454966337,0.7102272689703536
2766,121.102667,6.4184410000000005,170.149248,200.0,2.127585,16.418798000000002,6.7,27.1,65.65727701,11.35779895,6.37215694,1.17041404,0.332325034,0.150469044,2.375634959,4.9704510410000005,0.020224961,6.422534009,5.12518204,0.726154005,0.688830003,11.45342004,7270,22.153845,11.961456,51.970001,28.059999,1,0.25053381370219163,0.7117437686236497
2063,120.969784,6.955763,170.506912,200.0,2.157913,17.251635999999998,8.0,25.0,66.05543002,10.70768998,6.277808954,0.632232007,0.097910022,0.165880943,0.181308957,1.395065989,0.104693942,6.973403973,5.53688301,0.3727089870000001,0.356942958,13.70370395,6533,25.097456,8.720664,58.939999,20.48,1,0.2497339521344449,0.7094714377326826
1509,111.376584,6.404154,156.985297,200.0,1.992278,14.991077,8.4,35.799999,59.63132396,9.288421045,5.546792963,1.657127025,0.324255943,0.07486197900000001,1.4639240219999998,3.1548959460000003,0.023175006,6.419742017000001,5.347645021,0.205870012,0.197161997,13.23542504,5961,19.304326,11.036083,49.240002,28.15,1,0.2497339543842759,0.7094714354045526
1668,119.253476,6.606642999999999,167.837344,200.0,2.1182540000000003,12.790006,7.7,30.200001,64.54615598,10.24528606,5.908830956,0.937773019,0.239547994,0.100423054,1.292240033,0.8637710390000001,0.17276102699999998,6.637314036,5.681540965,0.0,0.0,12.98347305,6127,21.106148,11.6109,50.279999,27.66,1,0.25010658533776603,0.7105300474726293
1477,112.557236,6.697156,158.87454,200.0,2.008842,7.733492,8.4,33.5,61.46608899,9.847167947,5.512968057,0.861364989,0.064818956,0.213465014,0.34514698200000005,1.313992012,0.091670953,6.676273969,5.561336002000001,0.5172500170000001,0.495370025,13.34546097,5927,19.168228,11.561159,48.380001,29.18,1,0.2493800957661309,0.7084661645597842
1396,124.04039,6.921454,174.62406299999995,210.0,2.167244,12.314099,6.0,33.200001,67.906115,10.42373602,6.037268047,1.118151055,0.283129007,0.290166057,0.157464943,1.055244012,0.044890963,6.933847057,5.775893972,0.34629300700000004,0.34629300700000004,10.51698101,5838,20.647864,13.037539,47.290001,29.860001,1,0.25003552345474866,0.7103281636506191
1329,114.520787,5.726039,160.558145,200.0,2.013274,20.46401,7.5,27.799999,61.34189199,9.480121945,5.641727988,1.42492101,0.385978008,0.086294009,1.4869890119999998,3.623288052,0.032713956,5.71883595,4.763790001,0.210901981,0.20198102,12.04186101,5758,19.313153,11.843465,47.91,29.379999,1,0.25106990367881993,0.7132667545455262
1260,103.957988,5.5617519999999985,151.102936,200.0,1.917626,17.608567,8.8,21.17,53.03920602,11.68064595,9.969046982,0.421446054,0.047289025,0.156766996,0.21039602,16.98208005,0.108111951,5.522612989,4.393128014,1.110327988,1.063359995,13.29705901,5679,21.673161,10.794997,52.119999,25.959999,1,0.2751977962890145,0.6879944940315389
2467,85.367005,7.170828,126.684636,160.0,1.644679,34.97918,11.3,18.0,33.88875496,9.844506049,8.110122047,1.135791043,1.73699703,0.045226962,5.7513459660000015,2.907343987,0.295625997,7.170827975,5.65204702,0.0,0.0,14.31536402,6968,22.670062,6.098619,66.389999,17.860001,1,0.2695417777416987,0.6738544443542467
2817,122.788112,6.9129710000000015,172.922499,200.0,2.160245,15.050565,6.6,29.700001,66.22820903,11.297503,6.596083975,1.244023987,0.353251969,0.145236948,2.437141045,0.621304958,0.089207944,6.930844047000001,5.530812957,0.380004961,0.364000943,11.466416,7321,22.414627,12.287849,51.860001,28.43,1,0.2499467521574506,0.7100759745555147
549,118.067976,6.139535,165.767439,240.0,2.078595,20.039515,7.0,25.200001,65.78082296,8.695087042,5.983239995,1.424680018,0.325500952,0.101529003,0.428345994,0.7495320109999999,0.077906035,6.160896975,4.900869977,0.207073017,0.197831974,11.65794405,4929,19.869892,11.811969,47.810218,28.421533,0,0.2507122583947261,0.7122507092602185
2076,120.439029,6.925244,169.75881299999998,200.0,2.134584,17.48959,7.3,26.5,66.06461098,10.21327398,6.000442006,1.237552047,0.16545096,0.177947955,0.98699505,0.575847003,0.108072948,6.943017015,5.512754944,0.371084036,0.355387026,12.45014002,6546,21.761118,10.899636,51.330002,25.709999,1,0.2497339504842085,0.7094714369851304
2763,121.195728,6.665765,170.522391,200.0,2.132251,16.835217,6.7,26.5,65.89740695,11.15866294,6.313330989,1.229497984,0.355852974,0.15391796300000002,2.527961017,3.701459037,0.020255058,6.670066948,5.32271302,0.726374031,0.689022026,11.47853802,7267,21.739993,11.838399,50.959999,27.75,1,0.25017769074091856,0.7107320469134168
2669,121.320965,6.551332,170.577278,200.0,2.136917,18.20345,7.4,28.299999,65.28943503,11.103358,6.360454944,1.221938049,0.342180961,0.157851036,1.974496967,3.602926972,0.020240023,6.537587949,5.216996007,0.373581968,0.357843989,12.62271902,7173,22.526877,12.034264,52.75,28.18,1,0.2503556247391871,0.7112375482976108
281,123.707163,6.309065,173.561151,250.0,2.251228,20.365824,9.0,28.700001,68.76709906,11.53549295,6.765393937000001,0.95268203,0.021791062000000003,0.17524398,0.31509602800000003,1.150886991,0.008604591,6.39592596,5.460840956,1.27859699,1.113556982,15.93578005,4645,20.337181,12.868863,46.703909,29.553073,0,0.25089095543045803,0.7127583695270608
2451,86.044527,7.055650999999999,127.517988,160.0,1.654011,34.324807,11.2,17.799999,34.88362105,9.396613006,8.419457022000001,1.11155798,1.727619017,0.042970962,5.837432962,2.291022023,0.34693202799999995,7.055650954,5.561264045,0.0,0.0,14.28201501,6952,22.209813,6.112603,64.529999,17.76,1,0.26990553677807405,0.6747638380241696
1314,124.6829,7.106925,175.678207,210.0,2.190573,11.54075,6.2,35.0,69.06503201,10.030685,5.83973898,1.037649018,0.334475017,0.257362971,0.143017965,0.838874,0.041033045,7.135881968,5.944189989,0.46168596,0.442155995,10.96384195,5742,21.175267,12.604743,48.248001,28.719999,1,0.24982257474884176,0.7097232043129857
975,115.951311,5.751185,162.517359,200.0,2.048267,18.983681,8.05,27.5,62.15941303,9.598397004,6.763932951,1.276211008,0.07686903,0.17448095,1.471814984,3.499258945,0.255405958,5.743947986,4.569196013,0.21353697,0.204503984,13.08264798,5377,19.96663,11.566932,48.919998,28.34,0,0.25114155959179724,0.7134703130389906
495,118.333005,6.153316,166.13954099999995,200.0,2.0832610000000003,14.543163,7.0,29.6,64.98679398,10.26757301,5.922058036,0.981547963,0.139861963,0.17979198300000002,0.857091017,0.620476947,0.07070296400000001,6.17430397,4.911535001,0.218941973,0.209680046,11.68411304,4875,19.518866,12.277649,46.86040300000001,29.47587,0,0.2507122551879447,0.7122507037623272
534,120.348769,6.3183099999999985,169.029848,250.0,2.113588,16.787545,6.6,30.299999,66.46922398,10.26727501,5.911844987,1.005083045,0.144748042,0.192227039,0.873678965,0.635199045,0.073145965,6.345893986,5.048031957,0.222882986,0.21345499,11.21876099,4914,20.732338,12.272493,48.939999,28.969999,0,0.2506230023942281,0.7119971438417196
2705,108.472749,6.779547,147.79412,200.0,1.875634,24.747173,8.2,28.0,56.44811797,8.66331996,6.880120026,1.986735983,0.119987989,0.085398975,5.10801796,0.48125101,0.0,6.802716015,5.428567032,0.325364015,0.314480041,12.18632204,7209,17.527027,7.0876100000000015,53.860001,21.780001,1,0.22018348903190468,0.7339449566735131
1762,115.358865,6.8061729999999985,162.77136000000004,200.0,2.055266,14.158239000000002,7.8,30.299999,61.89561302,9.932543028,6.09085099,0.733016993,0.07921602,0.10879496,1.707679049,0.931996966,0.14001003199999998,6.820357942,5.838227036,0.355260973,0.340233029,12.74916496,6228,21.618806,10.054125,53.240002,24.76,1,0.24946846914592344,0.7087172153627025
1041,119.076367,6.013357,167.004605,200.0,2.113588,20.433149,8.0,26.0,64.30672106,9.769447964,5.791097061,1.463468961,0.30258994,0.216958946,1.673085014,4.148220007,0.031389024,6.033598976,5.057966022,0.220306964,0.210988002,13.42222203,5444,20.894568,12.071486,49.849998,28.799999,0,0.2509803966184046,0.7130124765122494
1306,116.429918,5.821496,163.234746,200.0,2.060165,17.13266,7.8,27.299999,62.504303,10.28583999,6.100335999,1.382425023,0.328115004,0.090895998,1.524814953,9.766786955,0.022963984,5.8357460360000015,4.861177038,0.215213958,0.206110015,12.779555,5734,19.983472,11.844183,48.759998,28.9,1,0.25106990395292433,0.7132667575566294
1335,115.098318,5.7549160000000015,161.367843,200.0,2.036603,21.356336,8.2,26.700001,61.608013,9.524256949,5.771674016,1.4175999730000002,0.367186017,0.08515104300000001,1.494487972,3.649577026,0.032727056000000004,5.7476760460000005,4.7878139630000005,0.211966047,0.202998969,13.23216296,5764,19.495629,12.081456,48.119999,29.82,1,0.25106990492523346,0.7132667566238708
1404,123.524445,6.966778999999999,173.97183,210.0,2.161179,11.243307,6.5,32.200001,66.92590296,10.72490395,6.130713012999999,1.0502299940000002,0.220072941,0.324159999,0.211249006,0.768957977,0.052052955,6.952878056,5.791748002,0.34711605700000003,0.34711605700000003,11.30816905,5847,20.127173000000006,13.578993,46.290001,31.23,1,0.2499290028736261,0.7100255541371266
1632,121.952254,7.195183,172.074631,200.0,2.15166,12.373587,6.9,33.299999,66.02790094,10.43719699,5.998305055,0.902122004,0.162478003,0.105948988,1.45261404,0.907983948,0.169812021,7.215374964,6.176361032000001,0.0,0.0,11.90647,6087,22.112228,11.131022,51.51100200000001,25.93,1,0.2494684646454363,0.7087172193325814
391,117.940832,6.073953,165.52996000000005,200.0,2.094925,16.339797,8.1,29.0,63.52165101,10.06921496,5.954961957,1.223308042,0.121627942,0.135089002,2.21518498,3.076826994,0.075574001,6.08982305,5.199491015,0.20667199100000005,0.179995022,13.45754003,4756,17.963616000000005,13.264099,43.27,31.950001,0,0.2508015709059556,0.7125044433044023
594,117.70747,6.415057,165.55555800000005,200.0,2.085593,15.189838,7.4,28.0,63.56538198,11.46662305,4.580377986,0.952319008,0.148554047,0.230471942,0.8595079529999999,0.6757900459999999,0.073326981,6.44280598,5.125123025,0.21798296600000006,0.208761984,12.319553,4976,18.093804,13.643897,43.669998,32.93,0,0.2502666265061303,0.7109847076230446
1738,117.737053,6.240064,165.42056100000005,210.0,2.064597,14.693635,7.0,28.0,63.73079302,9.836553057,5.818321973,0.885147007,0.247353948,0.102478944,0.38254998,0.583285012,0.117643995,6.227018963,5.330328971,0.361073944,0.345800994,11.579439,6201,21.335085,10.895482,51.48,26.290001,1,0.2505338136291292,0.7117437656374529
198,116.341125,6.1079089999999985,163.401112,200.0,2.062265,25.36337,7.6,22.700001,65.292126,8.102660048999999,5.094227982,1.312135043,0.21506302,0.063705971,2.014969994,0.8629250279999999,0.07140597900000001,6.135319046,5.238334989,0.204250008,0.177884995,12.48773305,4546,19.964138,11.044775,48.75,26.969999,0,0.2506230006562012,0.7119971435690107
2178,123.791081,7.427465,174.793008,270.0,2.216235,17.013682,6.59,26.5,69.51375599,5.581629958,7.178997953,1.22442498,0.431109051,0.07111103,0.285949029,0.841349948,0.176166047,7.574494962999999,5.985366,0.0,0.0,11.74688104,6649,25.4562,10.187709,58.419998,23.379999,1,0.2492917908936037,0.7082152908541971
2368,122.71121,7.7308059999999985,173.636364,250.0,2.2278990000000003,13.146937,10.0,29.0,65.88337096,12.40792404,7.978439057999999,1.057310061,0.393323994,0.071279053,0.416223062,0.77144903,0.17426098399999998,7.730805975,6.108883061,0.0,0.0,17.36363606,6850,23.756891,11.662474,55.0,27.0,1,0.24876325445285186,0.7067137733890813
