,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
1181,114.654717,5.503426,160.516605,200.0,2.029604,20.999405,8.4,27.67,60.05637502,9.148591958999999,5.415327962999999,1.376358012,0.383356031,0.083111985,1.452977011,0.572306993,0.344121034,5.405211978,4.614970035,2.8733850480000003,2.864602047,13.48339402,5597,16.914231,14.621871,41.91,36.23,1,0.2514285796164204,0.7142857089458128
1065,114.834627,5.741731,160.998149,200.0,2.031937,23.202862,7.8,24.200001,61.87885506,9.752121009,5.799564987,1.361777954,0.264470004,0.185898979,1.62095795,4.993813047,0.03235796,5.7557869770000005,4.578613027,0.212265041,0.203285984,12.604452,5475,19.450965,11.750614,48.119999,29.07,0,0.2510699051577295,0.7132667531475779
1220,122.404972,6.915881,172.407405,210.0,2.17191,14.574658,7.5,27.700001,67.72143796,10.02754997,5.701723988,1.265448002,0.3840949970000001,0.37748499,0.274799972,0.996568021,0.079238027,6.930668957000001,5.513208978,0.452377018,0.433241038,12.99069697,5637,21.17187,12.318445,49.13800000000001,28.59,1,0.2499112552619187,0.7099751428890191
305,111.61502,6.585286,157.48879499999995,250.0,2.048267,32.205459000000005,8.0,23.0,63.93634799,9.830727027,4.854009038,1.056367945,0.027467049,0.134858945,5.17545496,0.8804980309999999,0.091490979,6.744131962000001,5.758140008,1.498369992,1.304962059,13.00740795,4670,21.616526,10.827907000000002,55.02,27.559999,0,0.24946846535971026,0.7087172138182911
30,113.939774,5.583049,159.629624,200.0,2.010941,23.131723,7.6,26.200001,61.28323304,9.450676032999999,5.888832947999999,1.277397023,0.174737036,0.272272999,2.266444015,3.827541021,0.059250019,5.5971730389999985,4.778866959,0.19848799,0.189577984,12.17695103,4373,17.687099,12.072147,44.099998,30.1,0,0.2512491102528689,0.7137758715763184
1428,113.447394,6.693396000000001,160.074275,200.0,2.010941,12.016657,7.7,36.799999,61.05648802,9.113993048,5.157206028,1.6393850559999998,0.514971009,0.176571041,1.5849069480000002,0.505036018,0.020490032,6.68502995,5.56862997,0.208926963,0.200088995,12.32571896,5868,19.300491,11.555309,48.331597,28.936391,1,0.24946846706005696,0.7087172126814255
112,112.842508,4.948144,157.511216,200.0,1.966617,15.171744,6.8,30.0,59.93567802,9.698171997000001,5.787300987999999,1.156614036,0.107512966,0.128849956,2.679683027,3.718326979,0.047116958,4.953860996,4.229606025,0.197460997,0.171975016,10.73483196,4456,17.835789000000005,12.572105,44.903161,31.651375,0,0.25217609900237203,0.716409350810929
861,94.604267,7.521039,135.42600900000002,180.0,1.761323,28.320762,11.0,24.5,41.27744299,9.211093967,8.260167017999999,1.37214202,1.605873011,0.25870896,6.798951007,3.513558982,0.0,7.554918047,5.990520957999999,0.0,0.0,14.96396398,5263,18.848197,7.386096,56.599998,22.18,0,0.24589591944631556,0.6985679316592722
2185,114.495168,6.755215,161.552683,210.0,2.038936,19.274242,7.7,27.0,60.83247802,10.06972896,5.916167018,1.188534983,0.125817024,0.149050013,0.8150759809999999,0.546166054,0.164152988,6.772448969,5.338045021,0.352764962,0.337842958,12.497307,6656,19.969789,11.103283,49.549999,27.549999,1,0.24946846596165784,0.7087172176521512
1789,105.70771299999998,5.306527,148.223356,200.0,1.873301,18.322427,8.35,24.6,53.562048,10.36879097,6.123059007,1.498181974,0.35891701299999995,0.101576996,1.414818034,4.092054012,0.031844984,5.299853043,4.536674028,0.194672054,0.186436995,12.37665101,6257,19.054788,9.886462,51.209999,26.57,1,0.2510340947886782,0.7131650223868902
24,110.229276,5.731922,154.761905,200.0,1.971282,23.959991,8.7,26.0,59.59904596,8.733324957,5.09720097,1.41500702,0.18656596,0.265490971,2.891893018,3.638038054,0.047010951,5.751489001,4.737502015,0.192193036,0.183565995,13.52621896,4367,8.082187,5.311817,20.83,13.69,0,0.2507122537681349,0.7122507053657681
1651,119.599167,6.458355,168.15643,200.0,2.106589,18.20345,7.4,25.799999,64.40217099,10.04607396,5.920588944,1.028598013,0.311686007,0.097240978,1.502284983,0.688366943,0.17604102,6.4583549489999985,5.528352049,0.0,0.0,12.44357599,6109,21.091552,11.732966,50.099998,27.870001,1,0.2503556242244201,0.7112375482757335
2715,108.29366,6.876647,147.65840500000004,200.0,1.875634,26.293873,8.2,28.5,56.40791595,8.657807047999999,6.884427037000001,1.989077966,0.119932978,0.085488004,5.108596983,0.480899022,0.0,6.9065009910000015,5.511388,0.32512596,0.314250055,12.18632201,7219,17.498089999999998,7.075908,53.860001,21.780001,1,0.22002200281115047,0.7334066760371682
866,95.059164,7.794850999999999,136.314843,180.0,1.777653,28.51408,11.0,22.4,41.81946,9.381922049,8.352519951,1.379174029,1.614722985,0.249288006,6.849896055,3.630065982,0.0,7.834950025,6.212566975,0.293640031,0.281218011,15.10270196,5268,20.220378,6.481362,60.43,19.370001,0,0.2454672305935165,0.6973500604039136
1089,111.94797,5.933242,157.286898,200.0,2.00161,17.311125,8.6,33.099998,60.57449004,9.167178031,5.271854976,1.5407090419999998,0.3701249820000001,0.197653998,1.434331975,6.304314961,0.023895037,5.953077003,4.958912966000001,0.20711398600000006,0.198352986,13.58895098,5504,18.351228,12.050259,46.57,30.58,1,0.2505338111506274,0.7117437715632232
1925,107.801012,6.899265,152.64623400000005,260.0,1.917626,13.920285,7.8,31.0,58.37369099,8.897008987000001,5.428212002,0.936869029,0.049822997,0.128596044,0.897249946,0.75082696,0.11153304,6.878567019,5.4615819760000015,0.330300998,0.316329039,11.89536098,6396,19.318287,10.067063,50.91,26.530001,1,0.2485875740635697,0.7062146846020453
343,117.723378,5.532999,164.695006,200.0,2.078595,17.223658,7.7,25.1,65.04066,10.36605599,6.353395998,0.8757820009999999,0.06104603,0.119252981,0.8591730409999999,0.58013602,0.056367042,5.523627983,4.716073946,1.19819395,1.043532051,12.74038904,4707,19.215092,12.398438,46.369999,29.92,0,0.2516082970967559,0.7147962822867865
1746,117.396519,6.456809,165.176903,210.0,2.0692630000000003,16.418798000000002,7.0,27.700001,63.78721896,9.846020998,5.836274952999999,0.893086015,0.247581968,0.102979038,0.382871015,0.583773974,0.117743006,6.467416985,5.536109029,0.361377007,0.346090039,11.60560703,6209,21.281642,10.578835,51.5,25.6,1,0.2501776897948014,0.7107320507153473
1227,121.65258,7.299155000000002,171.773445,195.0,2.157913,14.812612,7.2,32.200001,66.75512795,9.445656004,6.184505004,1.358537989,0.46923697,0.20193997,0.0,3.62417303,0.023983983,7.333199061,6.108554963,0.0,0.0,12.42537297,5646,22.554194,10.786789,52.669998,25.190001,1,0.24929179245371716,0.7082152890395834
2273,110.123223,6.607392999999999,155.493993,200.0,1.964284,16.597263,8.3,27.299999,59.35487595,9.944149035,5.7180060070000005,1.0730770040000002,0.318956977,0.106241005,0.021979044,0.320202958,0.153352965,6.593649036,5.197114047,0.337727964,0.323441996,12.90600199,6750,21.350868,9.388489,55.080002,24.219999,1,0.2492917909697001,0.7082152877764224
2510,86.538045,6.317277,127.47054,160.0,1.640014,36.46639,10.3,17.4,34.19173498,8.568357037,7.922125042,1.279776962,0.001584924,0.014546993,5.02362004,0.010471033,0.410882953,6.317276972999999,4.979278021,0.0,0.0,13.129466,7012,22.011817,6.178816,63.59,17.85,1,0.27155465098053244,0.6788866274513311
425,108.264876,5.4132440000000015,151.787357,200.0,1.931623,25.298307,8.0,18.200001,59.73914999,9.08583803,5.572056029,1.193257016,0.153360036,0.091161991,2.295042967,2.7372699560000004,0.086185964,5.4339640010000005,4.639517952,1.108019027,0.964996967,12.26666696,4790,17.564547,11.432771,46.09,30.0,0,0.2510699030091156,0.7132667577840491
952,111.225697,6.6735419999999985,157.050686,200.0,1.987612,28.51408,8.5,25.559999,58.75470198,7.886118023,4.715220044,2.571457025,0.323682969,0.203452992,0.0,0.018040978,0.0,6.673541974,5.308668997,0.0,0.0,13.34930797,5354,22.418118,8.276615,57.259998,21.139999,0,0.2492917923325721,0.7082152891710386
2954,119.73043,6.645039,168.520581,200.0,2.120587,17.430101999999998,7.38,26.1,64.99468101,10.31098497,5.878287989,1.470457973,0.182397054,0.152531048,0.358855945,3.515139057,0.212042012,6.662481047000001,5.316660002,0.360842955,0.342356008,12.49472904,7567,22.235761,11.922853,52.759998,28.290001,1,0.2500888185283435,0.7104795704448705
199,115.790197,5.963195,162.511542,200.0,2.0529330000000003,26.278232,7.8,22.5,65.03212698,7.9917509660000015,4.989905987,1.291053975,0.19349696,0.057534001,1.917004045,0.859399041,0.087724984,5.984362952000001,5.109449001000001,0.203092947,0.17687795899999995,12.73469395,4545,19.759551,11.175885,48.48,27.42,0,0.2508015707585865,0.712504450914631
1817,116.226661,6.043786,163.182233,200.0,2.057599,17.251635999999998,7.56,25.9,62.85985699,9.804637974,5.133844044,1.024141955,0.229868056,0.097691983,0.570834022,1.020649956,0.138455011,6.066498958,5.192922962,0.215118957,0.206018981,12.39851205,6289,20.668634,11.475756,50.52,28.049999,1,0.25071225738159864,0.7122507080780051
1028,114.684389,5.504851,160.558145,200.0,2.013274,24.470438,7.5,24.0,62.03553205,9.32113196,5.482180972999999,1.566610047,0.285381054,0.206714047,1.621380009,4.145038965,0.030824946,5.497916001,4.37348196,0.211202983,0.202269017,12.04186096,5431,19.518365,11.678724,48.349998,28.93,0,0.251428577478894,0.7142857125062076
2584,118.2872,6.742369999999998,166.666667,200.0,2.099591,16.180845,8.0,28.700001,63.887761,11.22266294,9.535500062999999,2.446933011,0.318082056,0.203688984,1.660537023,3.437851972,0.019728064,6.728316005,5.369196012000001,0.36276403,0.347417959,13.33333299,7086,20.818548,11.242016,50.0,27.0,1,0.2498225755003549,0.7097231985805537
1446,117.910129,6.661922,166.076418,200.0,2.078595,18.917312,7.3,24.0,61.44269194,10.35682605,5.809676044,1.163472978,0.719161976,0.062252963,0.004694557,1.266208943,0.004973442,6.6311990000000005,5.681242028,0.7659000090000001,0.7659000090000001,12.123579,5894,20.752183,10.376092,50.0,25.0,1,0.2499112607305873,0.7099751452972691
2212,114.189693,6.6230020000000005,161.007468,200.0,2.013274,15.229029999999998,6.7,29.0,61.99478905,9.997520952,5.869504964,1.021031011,0.16106694800000002,0.146622008,0.82452705,0.70246395,0.17478496899999998,6.640177007,5.233788028999999,0.35183904200000005,0.336955983,10.83805096,6683,19.799944,11.367082,49.259998,28.280001,1,0.24964539533035826,0.7092198543237759
2620,120.731508,6.881696000000002,170.110695,200.0,2.150914,18.024985,8.4,27.799999,65.12330296,10.72136301,6.16665402,1.296525942,0.337135945,0.143453991,2.003386946,3.512431004,0.020138962,6.867287056,5.480095048,0.371833026,0.356170003,14.28929805,7122,23.280126,11.355329,54.779999,26.719999,1,0.2498225758233485,0.7097232069976553
191,116.836809,6.309188,164.272554,200.0,2.080927,25.492996,8.2,23.1,65.45138501,8.123741035,5.117139055,1.321394997,0.215612993,0.064174028,2.019774965,0.864982976,0.071577025,6.325664032000001,5.400851999,0.204737012,0.17830995800000002,13.52014698,4539,20.250718,10.873862,49.240002,26.440001,0,0.2503556254442845,0.7112375509788446
1957,118.945728,5.233612,166.048237,200.0,2.087926,20.582986,7.3,24.6,63.25308298,11.67289297,6.196095023,1.4598390419999998,0.237296982,0.101788011,1.966938054,4.283189005,0.611310025,5.24951703,4.3529000060000005,0.269122006,0.269122006,12.17800597,6426,21.319642,11.170622,50.919998,26.68,1,0.25214900053410383,0.7163323751519265
1238,113.948322,5.868339,159.926471,200.0,2.029604,18.381916,8.4,29.5,61.64856395,9.077433942999999,5.678962969,1.518502038,0.482419966,0.224849985,1.350826035,0.389374949,0.02179197,5.882591019,4.900198981,0.210622986,0.201712975,13.48339506,5657,18.589293,12.165305,46.346001,30.33,1,0.2508015699289707,0.7125044483724023
1864,113.553756,6.586117999999999,160.110798,200.0,2.022606,17.13266,7.9,27.1,61.99573597,9.317362958,5.8835460070000005,0.8828219629999999,0.226395961,0.109047971,0.153104031,1.084552971,0.551808022,6.602264987000001,5.242197993,0.209898043,0.201019,12.69564402,6335,20.620999,10.348472,51.59,25.889999,1,0.2496453924363053,0.7092198491197328
1647,119.39371,6.363685,167.783982,200.0,2.101923,16.835217,9.0,26.6,63.34675297,9.881175997,5.819081015,1.009239053,0.306576005,0.095504018,1.47768995,0.677098057,0.173158995,6.270273031,5.367354036,0.0,0.0,14.87889896,6105,21.601667000000006,11.393408,51.400002,27.110001,1,0.2504803289267506,0.711591825255405
995,109.499658,5.474983,153.518521,200.0,1.933956,20.700261,7.5,24.700001,57.99078804,9.69351604,5.6468129760000005,1.45123102,0.276154049,0.239156998,1.557436005,3.714819977,0.05663895400000001,5.493527959,4.369992044,0.202592989,0.194023032,11.56744204,5397,17.915195999999995,11.798282,46.48,30.610001,0,0.25106990836630066,0.7132667595201755
1118,119.501558,5.37757,166.943678,200.0,2.108922,21.058893,7.7,27.4,64.45025199,9.957222026,5.974533018,1.611392987,0.45748698,0.198307966,1.50452803,0.542972992,0.574278973,5.400702011,4.500999028,0.221300037,0.21193899,12.92627695,5533,20.190984,12.619365,48.0,30.0,1,0.25196851120052594,0.7158196071372047
1123,118.836006,5.169366,165.835647,200.0,2.094925,20.939917,7.7,26.1,64.08995501,9.900604051,5.930270057,1.59729897,0.454906008,0.197203949,1.49614603,0.539949004,0.571080011,5.191595005,4.326726969,0.220067049,0.210757969,12.84048301,5538,21.362722,11.239795,51.07,26.870001,1,0.25223934513910634,0.7165890334784295
2100,119.232224,4.769289,165.971256,200.0,2.087926,20.761452,7.44,23.700001,63.464535,11.90993702,6.290580977,1.42996799,0.208449946,0.095833986,1.626156979,4.299929995,0.369547966,4.781703039,3.964987969,0.201340942,0.201340942,12.39538399,6570,22.130646,11.218513,52.73,26.73,1,0.25287356986682075,0.7183908037666473
2117,123.377942,6.6624089999999985,173.46938799999995,200.0,2.181241,18.20345,7.3,30.0,66.77199001,10.98284999,6.321285985,0.86594199,0.07775705,0.150083994,0.879432951,0.593039059,0.191791974,6.679472051,5.610757002000001,0.380137981,0.3640570520000001,12.72227397,6587,21.714518,11.72584,50.0,27.0,1,0.2503556247053803,0.7112375469958999
1773,116.607494,6.704931,164.358264,200.0,2.076262,18.143962,8.0,31.0,62.74324505,10.48511295,6.366466008,0.8147210109999999,0.236658975,0.162522946,0.173398048,5.65847694,0.098031057,6.709544948,5.743370989,0.35860603700000004,0.34343702,13.18518494,6240,19.50293,11.607764,47.514999,28.280001,1,0.24973395314031796,0.7094714385642329
1413,109.315398,6.17632,159.21787700000004,210.0,1.994611,17.311125,6.8,43.0,58.74684596,9.772441013,5.616007006,1.117634012,0.25694205,0.143889029,0.0,9.061401032000001,0.03401799,6.2110179720000005,5.173777986,0.0,0.0,10.88763995,5856,19.867499,12.94478,45.436187,29.6042,1,0.2746309637076746,0.6865774124095374
1552,116.539579,5.7687089999999985,163.330221,200.0,2.036603,17.668055,6.5,27.4,61.70522895,10.15813603,6.066459035,1.428493025,0.324516021,0.13634699,1.805948022,3.824421981,0.065265001,5.78308902,4.817312986,0.21542598,0.206312976,10.65633801,6004,19.24749,12.667572,46.919998,30.879999,1,0.2511594777062109,0.71352122275032
332,114.276259,6.056642,160.558145,200.0,2.013274,21.735906,7.0,26.9,61.31210602,9.637110952,5.882275056,1.219735045,0.154899054,0.089480966,2.313834968,3.422204053,0.06186701,6.078359025,5.065703983,0.200444988,0.17457105399999998,11.29158895,4696,17.49396,12.719223,43.490002,31.620001,0,0.2505338112868706,0.7117437673436001
1982,117.563891,6.583578,165.52995900000005,200.0,2.094925,19.571684,8.5,25.5,63.56392203,9.989441967000001,5.920009972999999,1.068961054,0.025065027,0.15450905199999998,1.4992150480000002,0.6425590489999999,0.134814984,6.569845012999999,5.216456956,0.360545016,0.345294015,14.07004705,6451,20.289835,10.854627,49.029999,26.23,1,0.25000000755150303,0.7102272707020968
2269,111.02105,6.661263000000001,156.761724,200.0,1.987612,19.631172,8.7,26.5,59.781084,10.05051402,5.806171028,1.08059797,0.32091898,0.107045019,0.022158051,0.322516972,0.154997023,6.647407012,5.239486049,0.340480971,0.32607901,13.63826995,6746,22.384686,8.37081,57.279999,21.42,1,0.2492917914069381,0.7082152911255302
2091,117.354903,4.635519,163.299348,200.0,2.055266,22.427127,7.4,24.200001,62.018795,12.05820904,6.344627966,1.396368013,0.215249016,0.094939998,1.615617996,1.179208003,0.610382991,4.65317703,3.858413959,0.138177983,0.138177983,12.140409,6561,21.42694,11.124494,51.869999,26.93,1,0.2529644331464201,0.7186489379002297
780,93.317784,5.599067,131.764711,200.0,1.698336,34.772709000000006,10.0,18.0,48.22834201,7.820193972999999,3.977638015,3.147392024,0.06402401,0.035987962000000005,0.336282005,0.30332099,0.075931974,5.624517041,4.474191001,0.0,0.0,13.236364000000002,5163,17.271406,7.13784,52.580002,21.73,0,0.2492917925498277,0.7082152974934237
492,118.602097,6.2859110000000005,166.63594799999996,200.0,2.108922,16.102729999999998,8.0,28.799999,64.23489395,10.83627398,6.351925047999999,0.979818033,0.13071698699999998,0.18121399,0.8268349740000001,0.649199017,0.072788941,6.30708503,5.017160018,0.219430017,0.210148037,13.39259294,4872,19.379393,12.507682,46.419998,29.959999,0,0.2505338103876602,0.7117437649167994
2395,109.043468,6.542608,161.384332,200.0,2.06693,9.518144,9.8,28.700001,58.677311,10.77424895,6.89199997,0.856786044,0.317350949,0.061139995,0.345328955,0.339332034,0.16711199599999998,6.542608017999999,5.169969052,0.0,0.0,15.81566504,6878,25.189041,11.435824,55.0,24.969999,1,0.2837837814392044,0.6756756783551949
122,116.198207,5.751811,162.851788,200.0,2.024939,21.327683,6.2,28.6,64.33037998,8.25629795,5.212723975,1.317404045,0.205180983,0.076466048,2.307645973,0.8651400309999999,0.032443029,5.767211012000001,4.924044998,0.203641953,0.177357958,10.13484,4466,19.145081,11.852674,46.807464,28.97839,0,0.2511594775981213,0.7135212233592425
2600,130.535522,7.962667,171.13207,400.0,2.115921,16.775728,6.0,27.700001,68.14547498,15.29705504,7.490036964,1.165069063,0.059363045,0.091097967,0.8964349640000001,0.615631956,0.06799796599999999,7.94515701,6.34023497,0.389350016,0.376324996,10.26792406,7102,21.757008,3.883432,66.66999799999999,11.9,1,0.1906941288094044,0.7627765035507371
2850,125.765221,6.917087,176.951667,210.0,2.2209,15.526472,7.1,30.5,68.27173396,11.29099206,6.456115959,1.242561049,0.201529004,0.17236104600000002,0.371388948,3.716449024,0.058587982,6.934784965,5.533959042,0.389742938,0.373351994,12.62222203,7378,23.383075,11.908458,52.82,26.9,1,0.25017768835147514,0.7107320497862278
378,124.676421,6.109145,174.671667,250.0,2.17191,16.705534,6.6,28.5,67.55257097,10.83721695,6.652275963999998,0.904957024,0.061921946,0.12366801,0.785343008,0.6166730429999999,0.057769003,6.1025140360000005,5.210326963,0.217668941,0.189571977,11.52833004,4743,20.047171,13.530085,45.68,30.83,0,0.2512491107100959,0.7137758695575969
504,121.629496,6.3247339999999985,170.767813,200.0,2.153247,19.127826,7.6,26.0,67.61758403,9.025331056,6.026759986,1.17419501,0.190761969,0.081251025,0.4360520000000001,0.471102977,0.067070009,6.34657596,5.418706038,0.213314032,0.203794045,13.03866198,4884,19.951129,12.501567,46.599998,29.200001,0,0.2507122580529857,0.7122507096814551
1801,118.778852,6.354669,166.943678,200.0,2.108922,13.801308,8.0,29.299999,63.75615099,10.27876003,5.530746015,0.982141951,0.25571697,0.099368967,0.587420968,0.753688968,0.127629974,6.364323956000002,5.447860949,0.219351997,0.210073,13.39259298,6269,20.512064,11.924257,49.060001,28.52,1,0.2504446859017926,0.7114905662974551
1273,94.256261,5.184094,137.14286,200.0,1.7356619999999998,7.852469,8.1,48.5,47.36903699,10.53339205,8.81509301,0.434357021,0.042939012,0.180829024,0.145672983,15.14889897,0.096367991,5.203276959,4.139103036,0.0,0.0,11.14967701,5694,20.32919,9.206952,53.919998,24.42,1,0.27491408593928984,0.6872852221398911
2874,123.062698,7.0145740000000005,173.395343,200.0,2.174243,14.09875,7.0,32.0,66.29413595,11.213768,6.487806054,1.365327992,0.395130004,0.158207016,2.292054025,0.6085839679999999,0.008046579,7.032621004,5.612030961,0.380196048,0.364155997,12.194392,7409,21.940604,12.544913,50.650002,28.959999,1,0.2498225745313125,0.7097232017355852
2064,122.772251,4.91089,170.898975,190.0,2.150914,20.761452,7.4,27.0,64.88221896,12.61523299,6.642022049,1.4629160469999998,0.225190967,0.099422023,1.691356991,1.234056023,0.638559023,4.929599018,4.087623034,0.144556013,0.144556013,12.7054,6534,22.303692,11.793601,51.610001,27.290001,1,0.2528735704822103,0.7183907978383135
678,119.681495,6.5824820000000015,168.391864,200.0,2.125252,22.235647,7.8,23.799999,66.51411797,9.182905994,5.682674957000001,1.676460036,0.418620038,0.114613945,0.383414996,0.999820987,0.068362973,6.598624997999999,5.24907401,0.221225031,0.211866969,13.183302,5060,21.11871,11.357678,50.130001,26.959999,0,0.2501776867319433,0.7107320517575599
514,122.071957,5.456616,170.497903,200.0,2.136917,19.469422,6.8,25.1,65.79281298,11.371337,6.377908047999999,1.05406102,0.128697998,0.107637008,1.96558199,5.253856021,0.082890957,5.482893954,4.361532053,0.22617603100000006,0.216608041,11.66442001,4894,19.422138,13.341976999999998,45.200001,31.049999,0,0.2520226304484225,0.7159733630272274
709,120.228243,6.552439,169.101026,240.0,2.128285,13.74182,7.7,30.200001,64.89193599,10.29982797,5.934584009,0.93950005,0.240826955,0.100772034,1.299190002,0.868416999,0.173690029,6.564607014,5.619303959,0.0,0.0,13.04495899,6088,21.587606,11.079466,51.009998,26.18,1,0.25026662463893035,0.7109847044925677
1490,117.546416,7.758063000000001,166.680819,220.0,2.107546,9.994051,8.1,37.0,64.36568705,10.331616,5.823616006,0.92676002,0.067764043,0.224224945,0.361274983,1.375899051,0.095963021,7.755448032,6.460287993,0.541684964,0.518771051,13.538615,5940,21.763954,11.068171,52.599998,26.75,1,0.2482369612066761,0.7052186130666901
